,count,mean,std,min,25%,50%,75%,max
lhp_deflate,1301.0,8.455598831176758,0.44501519203186035,7.477583408355713,8.167150497436523,8.348906517028809,8.621234893798828,10.826055526733398
lnrenewal_lag,454.0,0.2710200846195221,0.9453780651092529,-3.119030475616455,-0.23036271333694458,0.3364722430706024,0.8878657221794128,3.1000921726226807
d_lhp_deflate,1009.0,0.060508787631988525,0.10961243510246277,-0.6133232116699219,-0.0066776275634765625,0.053292274475097656,0.12194061279296875,0.7431130409240723
